"year","c2f6","c3f8","c4f10","c5f12","c6f14","cc4f8","ccl4","cf4","cfc11","cfc113","cfc114","cfc115","cfc12","ch3br","ch3ccl3","ch3cl","halon1202","halon1211","halon1301","halon2402","hcfc141b","hcfc142b","hcfc22","hfc125","hfc134a","hfc143a","hfc152a","hfc227ea","hfc23","hfc236fa","hfc245fa","hfc32","hfc365mfc","hfc4310mee","nf3","r_fgs","sf6"
2032,0.000598271829247443,9.50374471188917e-05,3.38885573575447e-05,2.54605657883192e-05,6.78770823057035e-05,0.000267789036263523,0.00624186359226908,0.00233689400384799,0.0265916760670476,0.00940791231395639,0.00241448422814088,0.000831122082167756,0.0739511730216146,2.77671539919229e-06,0.000443335030849442,0.000366414087697777,0,0.000357725077229271,0.000454271646020814,5.28959206103711e-05,0.00186696916001514,0.00171903954257249,0.0209044977909649,0.00581230449380269,0.00752742876961982,0.0027945159424563,0.000204863608738142,0.000228116782219845,0.00254300762812638,2.75114954019806e-05,0.000358246993825538,0.000500385052074394,0.000102406881598374,4.96438031786479e-05,0.000211782150788352,0.172236640974603,0.00287560414921217
2033,0.000603924235467781,9.62434546241249e-05,3.42225447125194e-05,2.56519091835999e-05,6.87372187378585e-05,0.000270304184954421,0.00614836920555512,0.00235918253433692,0.0263831625538422,0.00936264495653903,0.00241374334728945,0.000836209349124465,0.0736232412095715,2.6424203140159e-06,0.00043108586051257,0.000350825608845743,0,0.000348481165297233,0.000454658566637744,5.22033808167939e-05,0.00187280376614891,0.00170468166641311,0.0205019516710154,0.00591349585132645,0.0073596025085087,0.00285237733900189,0.000186031721783718,0.000228573300876108,0.00254769220091005,2.80812698753975e-05,0.000347384405408683,0.000454993291193981,9.85654375869987e-05,4.86102319875411e-05,0.000215231133998735,0.171131847818676,0.00292249596793915
2034,0.000609364934933832,9.74126306653013e-05,3.45404813176695e-05,2.58391059723316e-05,6.95544827039941e-05,0.000272878616614488,0.00605424205487089,0.00238099950355644,0.026172477752443,0.00931627292085413,0.00241260333880822,0.000841158126582284,0.0733035029127331,2.53100226385183e-06,0.00041945355644379,0.000338227883240338,0,0.000339494727890632,0.000454867849164367,5.15096852869402e-05,0.00187346482339633,0.00168765768906814,0.0200368239756472,0.00599333487541346,0.00718238700740737,0.00290165053993928,0.000170827201519926,0.000228731639967652,0.00255267002994882,2.86167455718258e-05,0.000335941207065999,0.000416801824668606,9.46450206165511e-05,4.75049399067231e-05,0.000218908114551378,0.16991236148168,0.00296863392682479
2035,0.000614650741340191,9.85350751400795e-05,3.48549474919995e-05,2.60199431953289e-05,7.03387345716247e-05,0.000275539771019857,0.00596018188811888,0.00240226284423983,0.0259644454942601,0.00927050056382469,0.00241094278350357,0.000845932448805736,0.0729828716331929,2.43542838380704e-06,0.00040845851977227,0.000327643173141758,0,0.000330738600243361,0.000454995197561984,5.08227791035476e-05,0.00186964077433998,0.00166754719773777,0.01952998000352,0.00605489387177652,0.00699848544486638,0.00294380323587787,0.000158533515963447,0.000228621540649654,0.00255811584020932,2.911830446953e-05,0.000324314143684471,0.00038470045603793,9.07518943899542e-05,4.63670574403299e-05,0.000222728170601071,0.168637801263426,0.00301452657670025
2036,0.000619765424334841,9.9619320464305e-05,3.51529758405846e-05,2.6195579683476e-05,7.10934252313053e-05,0.000278225716982303,0.00586641321884945,0.00242312887028818,0.0257534590182698,0.00922322395403833,0.0024092486049421,0.000850645285930815,0.0726613624261656,2.35009061014965e-06,0.000398062615553573,0.000318534672980039,0,0.000322123124120512,0.000454980600260621,5.01433025479563e-05,0.001861504809638,0.00164500270527158,0.0189911973613414,0.00610214976267885,0.00681327577360169,0.00298040815455714,0.00014832870167087,0.000228240718850756,0.00256355618811206,2.95944105939773e-05,0.000312804541563416,0.000357425677060977,8.69298956944317e-05,4.52018957894115e-05,0.000226605796269783,0.167274002989906,0.00305952523741987
2037,0.000624721052274237,0.000100673469013696,3.54386686753807e-05,2.6364912915568e-05,7.18223953136541e-05,0.000280904877433265,0.00577282575264921,0.00244361512460698,0.0255428300025162,0.00917668929123524,0.00240744006145476,0.000855188563110636,0.0723313788327747,2.27094681416132e-06,0.000388129530696334,0.000310278229813112,0,0.000313686762614341,0.000454865800765034,4.94546870583662e-05,0.00184916389653399,0.00162023089970188,0.0184326177650578,0.00613815162198748,0.00662596026672181,0.00301209466703997,0.0001396144255265,0.000227636767748114,0.00256874819977218,3.00417156627836e-05,0.00030158304596659,0.000333491972572267,8.31863196969354e-05,4.4017310504128e-05,0.000230529978231289,0.165869286696373,0.00310391471660774
2038,0.000629600471234978,0.000101692192329607,3.57196197911127e-05,2.65236227538563e-05,7.25244647108217e-05,0.000283589436583913,0.00567999715291194,0.0024635999161561,0.0253331431314874,0.00912893256799501,0.00240528244758629,0.000859649330046445,0.0719967795913954,2.19715563378812e-06,0.000378689628535899,0.000302626488556416,0,0.000305427327840831,0.000454632663503635,4.8770152960014e-05,0.00183368052384763,0.00159346377560271,0.0178582281074144,0.00616214906214235,0.00643820496205145,0.00303932169524289,0.000131956053920382,0.000226774455029848,0.00257362146695336,3.0470954880744e-05,0.000290606815790342,0.00031232790885376,7.95681703616938e-05,4.2822445192703e-05,0.000234476349561964,0.164433620624262,0.00314739414493342
2039,0.000634262298638195,0.000102673943947571,3.59913090205131e-05,2.66850932554741e-05,7.32037441956966e-05,0.000286239675575282,0.00558753921954915,0.00248324268369351,0.0251190491882861,0.00908054617702031,0.00240285739385853,0.000863903846999668,0.0716598609199188,2.1269628912111e-06,0.000369700833728228,0.000295396929785953,0,0.000297339788126411,0.000454297786177623,4.80864338376732e-05,0.00181511421371562,0.00156544125006853,0.0172838061600946,0.00617657539564218,0.00624914475261405,0.00306230712150495,0.000125123353708151,0.000225738758654257,0.0025780044251988,3.08727253244066e-05,0.000279852562011014,0.00029338254321263,7.60872130640718e-05,4.16146806619083e-05,0.000238427972808367,0.162992479898226,0.00319095766585021
2040,0.000638821555806946,0.000103638383779065,3.6253611868701e-05,2.68372360560555e-05,7.38626827642902e-05,0.000288899537578148,0.00549557994106047,0.00250245989785042,0.0249040918227274,0.00903117896673741,0.00240034894262622,0.000868030597208817,0.0713101514248726,2.0612385262765e-06,0.000361129472287599,0.000288546321853705,0,0.000289383587575481,0.000453783349522264,4.7399446144362e-05,0.00179379279511205,0.00153645137006834,0.0167104339208165,0.00618190487552519,0.00606181609389761,0.00308201580778332,0.000118881194193525,0.000224516002055734,0.00258210974226375,3.12553962154967e-05,0.000269420836830788,0.000276259691684877,7.27508659381361e-05,4.0424475425728e-05,0.000242371953011125,0.161522492462718,0.00323394721498674
2041,0.000643257299751362,0.000104569671534041,3.6508237296228e-05,2.69868910513911e-05,7.45055592383924e-05,0.000291510991153927,0.00540365054517064,0.00252122619025268,0.0246893969575123,0.00898103422930853,0.00239769115267162,0.000872161716386905,0.0709696087667571,1.9981274445767e-06,0.000352872438659446,0.00028192630309945,0,0.0002816405822148,0.000453173383275556,4.67203966283216e-05,0.00176969287871343,0.00150651565770994,0.0161376638971991,0.00617800667252986,0.00587555395103658,0.00309738829502846,0.00011311475038643,0.000223134503766313,0.00258578131293455,3.16122605659043e-05,0.000259358990426014,0.000260861571272746,6.9586622976613e-05,3.92469483701661e-05,0.000246293199252625,0.16004065687303,0.00327595646425208
2042,0.000647560198312376,0.000105472821737484,3.67556074115563e-05,2.71308502997394e-05,7.51211672885927e-05,0.000294083767472417,0.00531259655019987,0.00253978391266358,0.0244725036667639,0.00893187089948481,0.00239464056243917,0.00087610008891815,0.0706203333200729,1.93623292854013e-06,0.000344975678297886,0.000275320212057726,0,0.000273985085073388,0.000452509245788464,4.60427429704757e-05,0.00174371060994641,0.00147561513444534,0.0155769724529143,0.00616739162593054,0.00569559257119519,0.00310987015867904,0.000107888433060441,0.000221581248635145,0.00258882220506348,3.19600299402495e-05,0.000249814729798498,0.000246876436323912,6.65816949191821e-05,3.80935158816516e-05,0.000250196090079006,0.158539094559975,0.00331744524605117
2043,0.000651754897446503,0.000106347946215584,3.69947228182817e-05,2.72687866732443e-05,7.57221280732618e-05,0.000296620785747094,0.00522107441848431,0.00255777772369303,0.0242550072601802,0.0088817740842596,0.00239159796783791,0.000879945732964596,0.0702658606072466,1.87771082957223e-06,0.000337424198213678,0.000268609699300509,0,0.000266506835120396,0.000451728821429036,4.5371295220143e-05,0.00171531608983545,0.00144417757302911,0.0150255536445613,0.00615142052655387,0.00551895355854999,0.00312024456131059,0.000103216844723805,0.000219932597200219,0.00259166772219407,3.22854120916939e-05,0.000240850133061019,0.000234194127458316,6.37290186685376e-05,3.69565718129276e-05,0.000254079673176685,0.157061221103939,0.0033585062080016
2044,0.000655814496086185,0.000107201947752919,3.72250278341461e-05,2.74053207786459e-05,7.6305664140533e-05,0.000299116862284769,0.0051306630618376,0.00257539735652169,0.0240331942073376,0.00883103191322745,0.0023882374097764,0.000883745234652745,0.0699110791852666,1.81921488662969e-06,0.000330160275300407,0.000261833390078619,0,0.000259292641280814,0.000450829055345568,4.47034976355933e-05,0.00168556589147801,0.001412426165081,0.0144899622903468,0.00613171052546928,0.00534896277629391,0.0031285331340868,9.90911019383128e-05,0.000218229166859523,0.00259412983216735,3.26029819001973e-05,0.000232650760250767,0.000222630842504545,6.10631514925948e-05,3.58575698662674e-05,0.000257925841185452,0.155581257849097,0.00339907311470939
2045,0.00065976643591736,0.000108030385659133,3.74527699413209e-05,2.75385673055981e-05,7.68655802893522e-05,0.000301581050380339,0.00504145211261199,0.00259263654358233,0.0238135533928316,0.0087809237661227,0.00238449385966052,0.000887358011923187,0.0695587417946389,1.76383724837812e-06,0.000323201270273746,0.000254962575720855,0,0.00025222622229911,0.000449824580545953,4.40432031904378e-05,0.00165478832349162,0.00138071356009094,0.0139640621583498,0.00610958626929389,0.00518649263749335,0.00313551784069758,9.54076445679645e-05,0.000216456185247749,0.00259650200932982,3.29141876377078e-05,0.000225141127129742,0.000212059217250307,5.85879991644106e-05,3.47976107099758e-05,0.000261707892707352,0.154142398482851,0.00343942533717542
2046,0.000663606429026608,0.00010883421825385,3.76728846894711e-05,2.76686097367596e-05,7.74230539190995e-05,0.000304005598939769,0.004952996826377,0.00260945311343558,0.0235921396780541,0.0087299156600964,0.00238080975712445,0.000890900101504942,0.0692041924799885,1.71139639579033e-06,0.000316527035494755,0.000248096269628364,0,0.000245297215216891,0.000448735155754232,4.3375857722425e-05,0.00162282857451226,0.00134855138809376,0.0134509567730762,0.00608536857112656,0.00502928594511138,0.00314130725264355,9.20950183295142e-05,0.000214624435894105,0.00259812086262274,3.32151272678686e-05,0.000218236049592826,0.000202410910235183,5.62738742258705e-05,3.37635969929636e-05,0.000265450893550355,0.152693206379715,0.00347896188875441
2047,0.000667265598986957,0.000109632730924515,3.78851808942066e-05,2.77934339299448e-05,7.79651302966946e-05,0.000306382090931102,0.0048662161363976,0.00262596105332922,0.023371648845867,0.0086790914629109,0.00237686523787231,0.000894308905373815,0.068845318794458,1.65693241135179e-06,0.000310075936331248,0.000241303549579545,0,0.000238575157857876,0.000447516900616068,4.27161797532114e-05,0.00158983606931771,0.00131637740001571,0.012950807948637,0.00606012008514583,0.00487880467342087,0.00314625446254829,8.90773405651976e-05,0.000212720112805754,0.00259996041421239,3.35083371791082e-05,0.00021194643816559,0.000193499308741827,5.41151909690974e-05,3.27574239132206e-05,0.000269168925277566,0.151270026729753,0.00351791918005805
2048,0.000670876105896951,0.000110390492294753,3.80939210486201e-05,2.79149491229654e-05,7.84775797657646e-05,0.000308726921521538,0.00478008504783768,0.00264246630766332,0.0231501637690426,0.00862811326126104,0.00237272865174423,0.000897680488024404,0.0684837956123018,1.60612714020972e-06,0.000303902739739849,0.000234510031435524,0,0.000232069427844654,0.000446183391273276,4.20644550590382e-05,0.00155631800970344,0.00128415514089113,0.012466487484553,0.00603326783116733,0.00473363478749756,0.00315051066218542,8.63016371025783e-05,0.000210793778067325,0.00260144528285632,3.37998368467491e-05,0.000206262581649611,0.000185299405344357,5.20849971956837e-05,3.17920237618998e-05,0.000272835176099948,0.149864832707134,0.00355654693013614
2049,0.000674401590298899,0.000111130676797839,3.82958710110948e-05,2.80328776651998e-05,7.89832701074905e-05,0.000311026223521625,0.0046947120132518,0.00265843254293737,0.022930635508679,0.0085768280747958,0.00236854986213127,0.000900900629680464,0.0681194044909401,1.55698831133207e-06,0.00029792885146538,0.000227723446528204,0,0.000225700426517683,0.000444805448705341,4.14103952685407e-05,0.00152249770500854,0.00125227593943294,0.0120020268917877,0.00600558422272964,0.00459519147330151,0.0031538007748928,8.37288664005446e-05,0.000208827679241957,0.00260209496119187,3.40866800909061e-05,0.000201131504009343,0.000177698714592444,5.02011488098904e-05,3.08562448251467e-05,0.000276459317187649,0.148481986537168,0.00359447874632992
2050,0.000677889030831509,0.000111849582494345,3.84883699492229e-05,2.8151450575596e-05,7.9468469759997e-05,0.00031327276617994,0.00461125106358527,0.00267406724823842,0.0227118986128943,0.00852539642415306,0.00236418696754138,0.000904027311000025,0.0677594012377327,1.50681978899628e-06,0.000292163646276187,0.000220996510216304,0,0.000219512599025061,0.00044335901978141,4.07604143261835e-05,0.00148854646288094,0.00122086326447625,0.0115531083758808,0.00597855398000806,0.00446285553300271,0.00315637994976241,8.13253791081429e-05,0.000206836296571435,0.00260285833306078,3.4366308377431e-05,0.000196487402985245,0.00017063040733254,4.84623245513151e-05,2.99604556868919e-05,0.000280010667629042,0.147120836590555,0.0036317916133579
2051,0.000681198458466671,0.000112543489367682,3.86772245314482e-05,2.82660485204316e-05,7.99443447597981e-05,0.000315486001133413,0.0045279288931708,0.00268968198289881,0.0224927850910149,0.00847358742337625,0.00235977081723565,0.000906960027839633,0.0673885312812143,1.46021446447874e-06,0.00028661404600724,0.000214304274290535,0,0.000213515631052123,0.000441885062186558,4.01198603629517e-05,0.00145459294704821,0.00118978901917959,0.0111222487774154,0.0059503835596473,0.0043370425718786,0.00315874447830218,7.90793717260245e-05,0.000204867816653936,0.00260361253503576,3.46434199411067e-05,0.000192329146259349,0.000164063971104216,4.68266503137758e-05,2.90868132559446e-05,0.000283509854140822,0.145764950544775,0.0036687077763054
2052,0.000684496602548924,0.000113223920916389,3.88637111887744e-05,2.83777233226973e-05,8.04013144520494e-05,0.000317650626120522,0.00444506037919376,0.00270518925525339,0.0222711779091605,0.0084216100598923,0.00235550681961991,0.000909823169410238,0.067018618971514,1.41488206257998e-06,0.000281236820427463,0.00020768550552622,0,0.000207661822834142,0.000440311831170831,3.94831359703867e-05,0.00142043702867825,0.00115914698900405,0.0107076587780472,0.00592232079266454,0.00421579181615838,0.00316079003597438,7.69602525229886e-05,0.000202874789775847,0.00260392734003316,3.49191921857596e-05,0.000188593043081767,0.000157952063547851,4.52973267791559e-05,2.82433257994465e-05,0.000286988078794318,0.144445849450142,0.00370514177690523
2053,0.000687727845755081,0.000113888488151591,3.90436826213797e-05,2.84886407404947e-05,8.08449762642904e-05,0.000319742037376526,0.0043635837957031,0.00272025209459484,0.0220507252200655,0.00836884982140755,0.00235087417318587,0.00091270142810635,0.0666464039254213,1.37066749112119e-06,0.000276050556331905,0.000201103166329422,0,0.000202014307593936,0.000438657185387612,3.88522802131583e-05,0.0013862383276229,0.00112876889412162,0.0103105846156543,0.00589343173717806,0.00409984895695998,0.00316235167727241,7.49709066925758e-05,0.000200926441687369,0.00260406137292001,3.51903755419611e-05,0.000185215806900923,0.000152247962914133,4.38746338563896e-05,2.7432005893095e-05,0.000290405137013707,0.14314680164362,0.00374091541818893
2054,0.000690938818686604,0.000114526132505164,3.92205184132301e-05,2.85967397050134e-05,8.12816013139392e-05,0.000321817835850241,0.00428358949812235,0.00273494825596753,0.0218280733791278,0.00831691295044091,0.00234605577448242,0.00091546035682294,0.0662766688873238,1.32537788419788e-06,0.000271018928883572,0.000194624186170761,0,0.000196491015550761,0.000436950955621862,3.8226455310411e-05,0.00135214799797065,0.00109893251325573,0.00993254549220654,0.00586354496783759,0.00398846872664032,0.00316352595973483,7.30925419953753e-05,0.000198946072270508,0.00260372772141905,3.54607951150446e-05,0.000182165951369755,0.000146929502590653,4.25558139143618e-05,2.66470950010484e-05,0.000293803081175698,0.141874578272971,0.00377644639154109
2055,0.000694009532072081,0.000115152827679983,3.939609036391e-05,2.86997762881361e-05,8.17011404553671e-05,0.000323870660914756,0.0042042480763768,0.00274954144308441,0.0216089263752494,0.00826515653930792,0.00234135383224821,0.000918130025186666,0.0659043554655432,1.28166581317651e-06,0.000266181817191022,0.000188210477937129,0,0.000191109760086177,0.000435173747617282,3.76111189245362e-05,0.00131878060384813,0.0010695642601187,0.00956973397860586,0.00583363090957979,0.00388237025940341,0.00316402997806887,7.13093900644338e-05,0.000196950226407529,0.002603397187932,3.5726128660527e-05,0.000179431421993977,0.000141942790348532,4.1313185116254e-05,2.58819464194261e-05,0.000297145683878318,0.140627035830673,0.00381130088332771
2056,0.000697047071300325,0.000115753313489644,3.95658854920535e-05,2.87998032761934e-05,8.21056665044811e-05,0.000325897344679433,0.00412619953610394,0.00276357679793821,0.0213891297068727,0.00821243387141607,0.00233653853200452,0.000920732933377123,0.065530552921715,1.23827459018962e-06,0.000261490916140389,0.000181894080835353,0,0.000185917678199846,0.000433285363372211,3.69894164100983e-05,0.00128557461015871,0.00104080113226168,0.00922328360693892,0.00580520355141018,0.00378013752276417,0.00316442881826305,6.96294334766815e-05,0.000194972010960016,0.0026027103910397,3.5988382089792e-05,0.000176960677118379,0.000137276790729139,4.01603142372055e-05,2.51401912687352e-05,0.000300439988088994,0.139399270530663,0.00384600723936281
2057,0.000699938377783588,0.000116338190831727,3.97312271559016e-05,2.88999788616532e-05,8.25026068540439e-05,0.000327913379828665,0.00404915143761624,0.00277758789832966,0.0211691839368024,0.00816005268443262,0.00233145505255283,0.000923173926336604,0.0651536836473276,1.19803040372005e-06,0.000256929444591817,0.000175636559917547,0,0.000180854180685134,0.000431411851574958,3.63805189934022e-05,0.00125287954969561,0.00101235657625273,0.00888879049601546,0.00577612553752046,0.00368212836208341,0.00316395345244802,6.80202143365113e-05,0.00019297006309639,0.00260186198246209,3.62511213011992e-05,0.000174765470818253,0.000132892372076101,3.90810861023339e-05,2.44383200882331e-05,0.000303689367650769,0.138208089216581,0.00388010103665974
2058,0.000702806369728416,0.000116918101159195,3.98906421195234e-05,2.8996234465869e-05,8.28969420719341e-05,0.000329855912747333,0.00397383151537206,0.00279137987604547,0.0209510282448252,0.00810730160152814,0.00232646010397035,0.000925540976077779,0.0647749757557918,1.15960161379943e-06,0.000252533013633511,0.000169474942767126,0,0.000175941636315926,0.000429415774924075,3.5778527060042e-05,0.00122054497259479,0.000984464403635785,0.00856754581979596,0.00574727622721136,0.00358836019309471,0.00316305754066979,6.64933147393617e-05,0.000190983073293095,0.00260035621702765,3.65150614136574e-05,0.000172821270932679,0.000128775298225279,3.80745405664758e-05,2.37537452793661e-05,0.000306926282574115,0.137040961754119,0.00391382879602837
2059,0.000705609583762144,0.000117482608064499,4.0051690468981e-05,2.90958018724054e-05,8.32709591476243e-05,0.000331799628460985,0.00389921668691569,0.0028048873822629,0.020731857824452,0.00805548513211293,0.00232110310641356,0.000927859932493237,0.0644007070523933,1.12031519393636e-06,0.000248260468779825,0.000163390042461677,0,0.000171197311944674,0.00042741856980296,3.51831953534637e-05,0.00118863739884773,0.000957495145365883,0.00826073045260515,0.00571930979529267,0.00349972166056866,0.00316245242440067,6.50392940981857e-05,0.000189016195607998,0.00259888732004708,3.67700161361812e-05,0.000171069655168556,0.000124869825880996,3.71345119514428e-05,2.309312643462e-05,0.000310099456158629,0.135882176981951,0.00394721853918789
2060,0.000708272096057104,0.000118028640717267,4.0205872394348e-05,2.91868262705047e-05,8.36465698773998e-05,0.000333728223861987,0.00382599980519923,0.00281818524652479,0.020514292348365,0.00800347512126381,0.00231589019444967,0.00093009917313775,0.0640292145192414,1.08286693556094e-06,0.000244129294494478,0.000157374835142164,0,0.000166606547481957,0.000425356052293384,3.46011223004282e-05,0.00115723842237098,0.000931011278742687,0.0079698043291708,0.00569127479672197,0.00341418009234896,0.00316174359716368,6.36549857507665e-05,0.000187068564085575,0.00259759692603505,3.70245513304552e-05,0.000169533341121071,0.000121186155807216,3.62576089669267e-05,2.24548784039004e-05,0.000313238903704076,0.134740727879055,0.0039803342678618
2061,0.000710947423719241,0.000118577145066988,4.03553547604376e-05,2.92788258522696e-05,8.40126409501644e-05,0.000335627902030143,0.00375493771131096,0.00283139449130429,0.0202966643746502,0.00795186295367001,0.00231048436551553,0.000932258294662096,0.0636614718007841,1.04451307629821e-06,0.000240087194947482,0.000151434965424339,0,0.00016212917519399,0.000423293709738521,3.40203733017272e-05,0.00112654148387348,0.000905096716763901,0.00769071241457757,0.00566516663962216,0.0033324937156668,0.00316070901094936,6.23305415846065e-05,0.000185112292073019,0.00259591289329842,3.72781847794011e-05,0.00016818061168352,0.000117708448736168,3.54304524724936e-05,2.18422790283273e-05,0.000316338701321323,0.133622007921683,0.00401297835203274
2062,0.000713592506397656,0.000119100607307125,4.0503299648055e-05,2.93672573652431e-05,8.43688863482821e-05,0.000337491536804081,0.00368442339744162,0.00284416519180444,0.0200812304849622,0.00789983386393346,0.00230495275950779,0.000934360663375906,0.0632878184374001,1.00744386934704e-06,0.000236189572085378,0.000145610392406311,0,0.000157826285231194,0.000421165716365488,3.34526951875647e-05,0.00109615345538913,0.000879907915541833,0.00742777664724394,0.00563922425816839,0.00325429017532777,0.0031598089207,6.10662602673642e-05,0.000183173483493518,0.0025939222211452,3.75324173967259e-05,0.000166996584997685,0.000114405038160528,3.46602964146089e-05,2.12527434939546e-05,0.000319404349946,0.132517342068711,0.00404520269949837
2063,0.000716151243475014,0.000119622140571191,4.06443494709466e-05,2.94542007225324e-05,8.47148918107267e-05,0.000339341028459422,0.00361504755225467,0.00285707101085032,0.0198662419091962,0.00784747049238667,0.00229940773431286,0.000936368907727977,0.0629094381524993,9.7304284224065e-07,0.000232386976850669,0.00013992273478492,0,0.000153653176835457,0.000418989659270888,3.28889353127504e-05,0.00106645908382857,0.000855571152303888,0.00717589499874692,0.00561331605680067,0.00317980810823835,0.00315885092800145,5.98607796554922e-05,0.000181246868010787,0.00259214452345041,3.77828678093147e-05,0.000165976404057602,0.000111281845846303,3.39366472483824e-05,2.06854062209968e-05,0.000322425968221472,0.131438675667923,0.00407696597042449
2064,0.000718710189099385,0.000120128417541869,4.07863912101174e-05,2.95409953641819e-05,8.50495150068551e-05,0.000341136933781215,0.00354686027717123,0.00286959202592404,0.0196506912851616,0.00779599035978932,0.00229388729829433,0.000938305558275714,0.0625351897157513,9.40387622368855e-07,0.000228691397326988,0.000134414841772556,0,0.000149579847806189,0.00041677334761573,3.23339107005873e-05,0.00103743143446135,0.000831839935604283,0.00693494310178159,0.00558867248111673,0.00310920495934179,0.00315748677534084,5.87060782486916e-05,0.000179357912978645,0.0025898890673032,3.80322866490119e-05,0.000165095274664,0.00010832134130758,3.32579431696727e-05,2.0137809318321e-05,0.000325394997993469,0.130375591600918,0.00410832874241763
2065,0.000721143819816047,0.000120622993057929,4.09268917845458e-05,2.96262660817453e-05,8.53883943217049e-05,0.000342909463089671,0.00348029199710297,0.00288207791364791,0.0194376387360933,0.00774405543256212,0.00228813898252451,0.000940203637158451,0.0621589079578922,9.08985051698355e-07,0.000225095756564494,0.000129016591194013,0,0.000145661666618972,0.000414542745319008,3.17884316678863e-05,0.00100925020602826,0.000808625318621984,0.00670613563136261,0.00556351370417454,0.0030419042640037,0.0031563887484373,5.76131949613606e-05,0.000177468164645025,0.0025876216516322,3.82814729660422e-05,0.000164357778924083,0.000105491305555716,3.26266711586325e-05,1.96104399461828e-05,0.000328344666423567,0.129333972416987,0.00413903980814619
2066,0.00072352932570951,0.000121115184434138,4.10622934188218e-05,2.97104614406409e-05,8.57148602957424e-05,0.000344684123523506,0.00341503728730046,0.00289437495222436,0.0192277869941806,0.00769214421932953,0.00228240727760239,0.000942024568078743,0.0617873358813351,8.76395302794144e-07,0.000221611794814901,0.000123747256737694,0,0.000141846869607022,0.000412256653292395,3.12492383013407e-05,0.000981427022260178,0.00078613189007399,0.00648693883244784,0.00553967321105605,0.0029773446518146,0.00315543629338981,5.65683854112418e-05,0.000175583456381705,0.00258523107419404,3.85305526635712e-05,0.000163739924834625,0.000102795916206719,3.2036596771881e-05,1.91065129353787e-05,0.000331242453696657,0.128307571006924,0.00416956673461597
2067,0.000725881130014556,0.000121582418387271,4.11945905476194e-05,2.9789424102597e-05,8.60257459515171e-05,0.000346411217413318,0.00335021315500785,0.00290661522276927,0.0190180515786653,0.00764052230790383,0.00227655100624021,0.000943891583942177,0.0614123030486856,8.43663718211326e-07,0.000218211174906484,0.000118572332075957,0,0.000138174110651028,0.000409912975958659,3.07127498277456e-05,0.000954606823040517,0.000764351707725578,0.00627756389089016,0.00551662719830553,0.00291628638073277,0.00315469034689634,5.55597889975684e-05,0.000173720007897483,0.00258275763542828,3.878170685665e-05,0.00016324956428432,0.000100238030246798,3.14821455090974e-05,1.86180348490354e-05,0.000334083595307112,0.127297295984986,0.00419952750677575
2068,0.000728255064256405,0.000122044122497884,4.13224074554428e-05,2.98665222852226e-05,8.63271152623226e-05,0.000348087291533761,0.0032869185648482,0.00291858740421388,0.0188078050303784,0.00758886610264277,0.00227049303213562,0.000945633501985732,0.0610398713361181,8.13009282834054e-07,0.000214931109256132,0.000113499021285772,0,0.000134602166389365,0.000407553772299584,3.01835629893752e-05,0.000928422100371371,0.000743107099772964,0.00607699329045477,0.00549456482682614,0.00285788692020903,0.00315383061276813,5.45944237493799e-05,0.000171875306916215,0.00257991928746828,3.90263686024694e-05,0.000162868326283424,9.77948024738714e-05,3.0961486121578e-05,1.81435006848005e-05,0.000336898220552489,0.126306886805373,0.00422951719181704
2069,0.000730493456475173,0.000122486196052199,4.14499535295279e-05,2.99459594336889e-05,8.66287133186168e-05,0.000349802109933103,0.00322402334497572,0.00293036476454992,0.0185982287055607,0.00753711974664597,0.00226458689151317,0.000947244454662779,0.0606651040789447,7.8362430271484e-07,0.000211723554245851,0.000108507701856739,0,0.00013115170460899,0.000405179056602636,2.96631040529589e-05,0.000902791093226246,0.000722408405180126,0.00588567068416313,0.00547347645229334,0.00280231204751639,0.00315301470631857,5.36600306183494e-05,0.000170031123059729,0.00257683030784517,3.92732742307712e-05,0.00016258236306212,9.54575603445825e-05,3.04752053697918e-05,1.76902827602024e-05,0.000339702896852781,0.12533280424322,0.00425928557360837
2070,0.000732700851662715,0.00012293056996866,4.15753031277505e-05,3.0022522384778e-05,8.69263553538671e-05,0.000351475686662624,0.0031628155452207,0.00294214757692809,0.0183915396772379,0.00748584647821527,0.00225856533466623,0.000948803611620519,0.0602905633743108,7.54866731143041e-07,0.000208598274044016,0.000103592082537112,0,0.000127834388905229,0.000402760942239191,2.91586069725524e-05,0.00087809803397283,0.000702349641267476,0.00570499955921705,0.00545342480358097,0.00274926155030544,0.00315240086171756,5.27606810706905e-05,0.000168211081321973,0.00257377184586445,3.95207584400366e-05,0.000162378676106176,9.32124758847424e-05,3.00218473126313e-05,1.72533679125275e-05,0.000342430404260768,0.124377411860886,0.00428856460167431
